followers_count,following_count,tweet_count,listed_count,account_age_days,has_profile_pic,has_bio,bio_length,has_url_in_bio,name_has_numbers,avg_daily_tweets,follower_following_ratio,is_verified,default_theme,geo_enabled,is_bot
206,2635,17593,7,375,1,0,58,1,1,162.43,0.1855,0,1,0,1
1004,235,4182,142,1021,1,1,122,0,0,5.23,3.89,0,0,0,0
3560,108,2574,4,1278,1,1,38,1,0,9.96,3.48,0,0,1,0
3564,640,6136,143,2336,1,1,60,1,0,9.01,1.49,0,1,0,0
4518,164,505,10,1469,1,0,77,1,1,5.44,1.44,0,0,1,0
374,5708,1799,6,69,1,0,10,1,1,151.9,0.267,0,1,1,1
2954,1955,625,110,2738,1,1,38,0,1,2.66,0.84,0,0,1,0
901,808,2566,195,2791,1,1,94,1,0,1.11,3.6,0,1,1,0
176,913,22540,2,373,1,1,27,0,1,176.91,0.0357,0,1,0,1
1110,414,3464,97,2007,1,1,34,1,0,7.83,4.76,0,0,0,0
483,5012,11101,2,347,0,1,2,1,1,118.02,0.2178,0,0,0,1
1618,1681,749,125,2786,1,1,39,0,0,0.71,1.38,0,1,1,0
215,4478,35234,5,61,0,0,58,1,1,81.92,0.2763,0,0,1,1
381,4549,25054,2,370,1,0,28,1,0,123.43,0.1473,0,0,0,1
4723,621,5877,176,360,1,0,88,1,0,5.57,2.68,0,0,1,0
1317,1774,1746,192,1216,1,0,32,1,0,9.81,0.98,0,0,1,0
3375,358,5041,128,1617,1,1,106,0,0,5.98,2.37,1,0,0,0
2443,1172,3392,108,3165,1,1,125,0,0,7.56,3.82,0,0,1,0
435,981,6679,101,3155,1,1,54,1,1,4.64,3.15,0,0,1,0
3693,1047,3928,69,2851,1,1,25,0,0,9.03,1.55,0,1,1,0
2978,550,671,187,2420,1,1,119,1,0,1.71,3.49,1,0,0,0
4181,1391,3710,78,2636,1,1,61,1,0,4.89,1.29,0,0,0,0
978,1610,2607,63,2773,1,1,34,0,0,3.11,4.18,0,0,0,0
170,2796,28641,7,398,1,0,6,0,0,80.62,0.2899,0,0,0,1
4092,1749,4076,58,485,1,1,116,1,0,7.37,2.91,0,0,1,0
221,4238,28326,0,1,1,1,58,0,1,178.41,0.1554,0,1,0,1
101,5463,48086,9,140,0,0,31,0,1,197.52,0.2145,0,1,1,1
3819,1162,2237,199,2402,1,1,145,0,0,8.39,0.83,0,0,1,0
4663,475,2085,54,2981,1,1,35,0,0,6.26,2.36,0,0,1,0
4829,795,6394,143,3261,1,1,67,1,0,7.26,4.68,0,1,0,0
12,920,41301,1,280,0,0,42,1,1,153.74,0.1472,0,1,0,1
685,440,5303,151,1152,1,1,107,1,1,1.57,3.03,0,1,1,0
114,136,3292,19,3516,1,1,47,0,0,6.07,2.59,0,0,0,0
2606,1378,4456,85,1407,1,1,35,0,0,2.73,1.37,0,1,1,0
2193,1962,172,93,799,1,1,88,0,0,6.68,4.44,0,0,1,0
1903,310,4570,93,2639,1,1,132,0,0,4.07,4.81,0,0,1,0
2208,1612,4368,2,1543,1,1,149,0,0,8.65,2.15,0,0,1,0
477,4053,44308,1,78,1,0,10,0,1,56.01,0.128,0,1,0,1
237,1729,28431,6,54,0,0,46,1,1,103.96,0.2749,0,1,0,1
296,4125,44074,2,166,0,1,14,1,1,36.62,0.0154,0,1,0,1
64,3029,3003,1,261,0,0,18,1,1,119.17,0.0638,0,1,1,1
192,4980,34062,6,191,1,1,53,1,1,149.19,0.012,0,1,0,1
2206,1439,2761,180,1463,1,1,121,1,1,3.24,1.05,0,0,1,0
14,4436,13565,8,253,1,0,48,0,1,28.36,0.0467,0,1,0,1
816,1955,7412,125,1444,1,1,87,0,0,5.44,4.78,0,0,1,0
136,4674,46638,5,259,1,0,55,1,1,169.49,0.1647,0,0,0,1
400,1076,30048,8,139,1,0,28,1,1,76.33,0.1769,0,1,0,1
2315,1425,3459,16,739,1,1,142,1,0,8.61,1.4,0,1,1,0
151,1295,31929,8,88,1,0,13,1,1,125.51,0.1612,0,1,0,1
305,1224,42745,5,363,1,1,35,0,1,136.75,0.26,0,1,1,1
1374,899,5619,167,2057,0,1,109,1,0,8.93,3.94,0,0,1,0
4827,538,7618,166,3642,1,1,120,1,0,3.51,4.0,0,0,0,0
13,2392,49970,2,340,0,1,35,1,1,170.34,0.2454,0,1,0,1
323,1437,37748,2,132,1,1,45,0,1,25.68,0.1424,0,1,0,1
400,5592,2982,4,232,0,0,44,1,0,148.02,0.1343,0,1,0,1
43,3900,46366,1,276,0,0,6,1,1,77.91,0.2825,0,1,0,1
496,4674,13747,1,23,1,1,25,1,1,165.23,0.0355,0,1,0,1
974,1220,693,136,2140,1,1,144,1,0,4.47,3.59,0,1,0,0
309,979,46836,9,346,0,0,8,1,0,146.32,0.1056,0,1,0,1
2919,1069,7332,56,3037,1,0,134,0,0,0.6,1.47,0,1,1,0
153,4392,26439,8,327,0,1,54,1,0,188.05,0.2081,0,1,0,1
388,3737,17952,4,258,0,1,5,1,1,189.6,0.0461,0,1,0,1
366,1216,40038,3,249,1,0,31,0,1,112.16,0.0061,0,1,0,1
3059,915,3954,62,1995,1,0,23,1,0,7.11,4.46,0,0,1,0
2494,526,5116,59,2232,1,1,110,1,0,2.21,2.54,0,0,0,0
330,5015,7446,2,357,1,0,1,0,1,120.71,0.275,0,0,0,1
43,884,35245,4,392,0,0,44,0,1,171.18,0.1441,0,1,0,1
4771,221,7036,58,1247,1,1,156,1,0,7.59,2.04,0,0,0,0
2788,1964,2737,188,2716,1,1,58,1,0,4.43,3.66,0,0,0,0
3087,516,6175,92,2698,1,1,54,0,0,8.2,3.98,0,0,0,0
2888,876,6802,103,2956,1,1,87,1,0,4.52,1.7,0,0,1,0
4960,1197,4676,52,1159,1,1,103,1,0,1.16,1.89,0,0,1,0
2922,201,1859,19,463,1,1,80,0,0,8.27,0.46,0,0,1,0
2377,1282,3819,162,2064,1,1,88,1,0,8.8,4.55,0,0,1,0
243,5157,38487,4,356,1,0,12,0,1,39.96,0.2833,0,1,0,1
3975,56,4325,149,731,1,1,74,0,0,6.91,1.04,0,1,1,0
1191,444,341,194,1179,1,1,133,0,0,3.63,2.82,0,1,0,0
198,3216,13264,0,54,0,1,16,0,1,156.8,0.044,0,1,0,1
3055,922,785,81,924,1,1,95,0,0,5.44,2.98,0,1,0,0
67,3123,31180,1,218,1,1,13,1,1,137.35,0.2795,0,0,0,1
34,4558,42999,0,120,0,0,5,1,1,88.2,0.2632,0,1,0,1
1915,1027,6403,52,2813,1,1,61,0,0,2.66,0.78,0,0,1,0
465,2086,36919,7,356,1,0,12,1,1,92.93,0.0156,0,0,0,1
1030,1290,5086,97,1268,1,1,115,0,1,2.41,0.95,0,0,0,0
3499,911,7797,63,3566,1,1,140,0,0,5.77,1.18,0,1,1,0
3515,1738,5201,175,2230,1,1,35,1,0,2.59,2.49,0,0,1,0
366,4241,3315,0,319,0,1,26,0,0,116.32,0.1183,0,1,0,1
67,518,18015,0,375,1,1,59,0,0,144.17,0.2905,0,0,1,1
562,984,1343,79,374,1,1,87,1,0,9.77,4.59,0,0,1,0
2920,783,6144,151,3053,1,1,137,0,1,7.79,3.24,0,0,1,0
291,3228,43205,0,183,1,0,2,1,1,194.71,0.0522,0,1,0,1
3890,1677,7909,62,2602,1,1,24,0,0,4.38,1.83,0,0,1,0
2779,993,375,115,2960,1,1,99,0,0,1.1,2.9,0,0,1,0
79,3453,9430,1,341,1,1,23,0,1,30.58,0.1246,0,1,0,1
310,1465,6824,155,2746,1,1,102,0,0,6.74,2.03,0,1,1,0
926,1992,7508,50,1731,1,1,32,0,0,5.41,1.64,0,0,1,0
250,1618,42733,9,315,0,1,42,1,0,96.89,0.1948,0,0,0,1
1408,241,6530,38,3568,1,0,40,0,1,6.75,2.36,0,0,1,0
167,1063,7397,29,2566,0,1,104,1,0,9.93,3.83,0,0,1,0
330,3446,42596,1,87,1,1,10,1,1,185.38,0.1836,0,1,0,1
4111,983,7948,137,998,1,1,55,0,1,3.3,4.28,0,0,0,0
199,4586,41626,3,66,1,1,40,1,1,135.17,0.0079,0,0,0,1
4079,131,6738,46,2258,1,1,151,1,0,2.9,2.86,0,1,0,0
209,5819,17047,4,151,0,0,14,1,1,139.0,0.2543,0,1,0,1
4,2892,38873,6,50,1,0,39,1,1,105.17,0.0699,0,0,0,1
473,5801,31312,5,43,0,0,27,0,1,34.83,0.0188,0,1,0,1
309,2490,25717,1,210,0,1,46,1,0,57.98,0.1846,0,1,1,1
436,3155,39330,6,91,1,1,16,1,0,68.33,0.2828,0,0,0,1
392,1916,16611,3,277,1,1,42,1,1,189.39,0.1752,0,0,0,1
217,5082,46875,4,246,1,0,51,0,1,58.33,0.0523,0,0,0,1
3316,928,7007,126,3298,1,1,33,1,0,3.48,3.92,0,0,1,0
244,4744,20330,2,394,0,1,51,0,0,172.51,0.292,0,1,0,1
2242,602,459,29,540,1,1,150,0,0,9.17,2.05,0,1,0,0
4479,1938,6520,63,696,1,1,116,1,0,6.67,4.58,0,0,1,0
819,1234,4989,190,2150,1,1,106,0,0,8.99,3.4,0,1,0,0
23,4373,16900,6,276,1,0,58,1,0,167.22,0.1347,0,1,0,1
150,3498,26221,3,357,0,1,55,1,1,69.72,0.1684,0,0,0,1
1119,1922,111,97,1931,1,0,98,0,0,7.09,2.88,0,0,1,0
53,1904,524,180,1172,1,1,122,1,0,3.75,1.96,0,0,1,0
309,4315,8702,6,119,1,1,59,1,1,165.57,0.0698,0,1,1,1
3220,122,1043,21,3400,1,0,148,1,0,7.99,1.55,0,0,1,0
3395,1460,4937,121,3347,1,1,27,0,0,9.04,4.75,0,0,1,0
560,810,6197,156,1053,1,1,54,0,0,8.19,1.23,1,0,0,0
3255,356,3797,23,3145,1,1,125,0,0,0.55,2.12,0,0,1,0
425,274,3997,135,2127,0,1,136,1,0,9.21,1.64,0,1,1,0
2743,824,1339,56,2548,1,1,88,1,0,5.62,2.56,0,0,0,0
364,1859,19538,1,190,1,0,26,0,1,66.41,0.2394,0,0,0,1
2505,1570,472,115,1063,1,1,125,1,1,8.13,2.37,0,1,1,0
366,2037,39418,1,356,0,1,13,1,1,139.85,0.1047,0,1,0,1
1669,1626,2248,55,774,1,1,35,1,0,0.78,0.56,0,1,1,0
3227,952,4975,163,2493,1,1,50,0,0,3.11,4.8,0,0,1,0
159,4779,13213,1,308,0,1,38,1,1,108.78,0.0773,0,0,1,1
2610,638,1774,183,1067,1,1,149,1,0,9.28,3.12,0,1,1,0
4662,1020,1816,85,1839,1,1,114,0,0,4.24,4.17,0,0,1,0
2643,1343,5275,40,3420,1,1,92,0,0,3.0,1.93,0,0,0,0
2099,1451,6832,43,2175,0,1,76,0,1,3.82,4.53,0,0,1,0
379,2805,7089,4,12,0,0,35,1,1,38.97,0.281,0,1,0,1
154,3217,27188,9,113,1,0,7,1,1,21.16,0.2782,0,1,0,1
3631,1329,1464,80,2635,1,1,143,1,0,7.01,1.11,0,0,1,0
259,3015,30513,7,185,1,0,39,1,0,198.69,0.0768,0,1,1,1
3557,915,3968,47,262,1,1,24,1,0,9.79,4.75,0,0,1,0
2110,1764,6692,195,630,1,1,116,0,0,9.24,3.34,0,0,0,0
1510,1743,4359,149,1571,1,1,134,1,0,3.02,0.92,1,0,1,0
1267,776,3474,37,2589,1,1,145,1,0,0.71,2.47,0,0,1,0
83,4951,1719,3,215,1,1,43,1,1,148.11,0.1253,0,1,0,1
447,3495,30114,6,217,1,1,59,0,1,192.16,0.1744,0,1,0,1
4885,1822,7506,194,3529,0,1,93,0,0,7.03,4.12,0,0,1,0
1419,491,6195,83,1068,1,1,104,0,1,6.81,4.68,0,1,0,0
237,4214,30400,3,122,0,0,53,0,1,21.56,0.224,0,1,0,1
3900,1176,5610,112,229,0,1,69,1,0,4.05,3.69,0,0,1,0
3780,1234,4776,157,2734,1,1,54,1,0,1.92,2.73,0,0,1,0
3154,1840,1490,161,1493,1,1,87,0,0,6.24,1.67,0,0,1,0
391,3069,24238,3,277,1,0,28,1,1,194.5,0.0917,0,1,1,1
301,3991,8946,3,246,1,1,51,1,1,31.29,0.2963,0,1,0,1
4709,854,7275,117,1191,1,1,105,0,0,3.95,4.16,0,0,1,0
385,1243,761,68,3090,1,1,125,0,0,3.43,2.33,0,0,0,0
203,1341,37640,6,233,0,1,29,1,1,35.67,0.0247,0,1,0,1
645,759,6804,167,2499,1,1,26,1,0,1.37,0.33,0,0,1,0
233,2482,29071,1,92,1,0,12,0,1,103.79,0.0596,0,0,0,1
4031,1485,3703,55,433,1,1,84,0,1,7.24,0.62,0,0,1,0
155,919,46951,0,68,1,1,15,1,1,109.73,0.2821,0,1,0,1
138,5932,36191,7,74,0,0,26,0,0,92.0,0.2122,0,1,1,1
244,4798,39938,2,269,1,1,37,0,1,143.53,0.2882,0,1,0,1
3119,970,4108,155,1325,1,1,41,1,0,6.61,2.09,0,0,0,0
2046,970,7221,165,1376,1,1,39,0,0,6.73,3.55,0,1,1,0
4546,770,4149,3,1170,1,1,136,0,0,9.39,0.3,0,0,1,0
1729,1886,4915,123,1307,0,1,130,1,0,9.59,0.41,0,0,0,0
1446,1761,6062,168,872,1,0,110,0,0,7.75,2.21,0,0,1,0
293,2690,29478,8,327,0,1,39,0,1,92.77,0.2483,0,1,0,1
382,5111,39493,5,366,1,1,46,1,0,88.59,0.1375,0,1,0,1
389,587,14156,7,136,0,0,8,1,1,160.99,0.1531,0,0,0,1
328,3379,28575,7,154,0,0,50,1,0,186.46,0.2927,0,1,1,1
329,5730,39912,0,284,1,0,34,0,0,187.81,0.205,0,0,0,1
773,1790,4195,171,3491,1,1,143,0,0,2.99,3.41,0,0,0,0
76,2753,18528,5,341,1,0,28,1,0,103.93,0.0845,0,1,0,1
2758,1690,4430,16,1210,1,1,45,0,0,5.03,4.15,0,0,0,0
380,4821,49063,1,289,1,0,49,1,1,84.88,0.0563,0,0,0,1
2864,1306,4287,141,458,1,1,55,0,0,2.53,1.05,0,1,0,0
1332,1970,3349,123,362,1,1,87,1,0,8.33,2.64,0,0,1,0
386,3246,5536,8,167,1,0,27,1,1,73.0,0.1636,0,1,0,1
133,2801,18906,4,380,1,0,48,1,1,129.13,0.2666,0,1,0,1
1620,1999,7495,115,2345,0,1,58,0,1,0.54,1.29,0,0,0,0
945,463,2952,130,670,1,0,86,1,0,2.39,4.17,0,0,1,0
2774,131,6001,172,291,1,1,62,0,0,4.77,3.46,0,0,1,0
270,3409,26226,6,245,1,0,0,0,1,196.26,0.229,0,1,0,1
1210,255,3593,37,2004,1,1,74,0,0,0.88,4.94,0,0,1,0
466,3003,18499,1,182,1,0,32,1,0,84.78,0.2357,0,0,0,1
4519,1243,172,14,879,1,1,148,1,0,0.69,2.12,1,0,1,0
240,1090,2645,65,1001,1,1,142,1,1,2.54,2.67,1,0,1,0
2962,1063,6594,122,2393,1,1,62,0,0,2.13,1.37,0,0,1,0
86,1147,18613,6,261,1,1,27,0,1,62.18,0.0055,0,1,0,1
102,2829,4540,3,329,0,0,7,1,0,22.99,0.2094,0,0,0,1
441,1464,7471,13,593,1,1,122,1,0,2.31,0.71,0,1,1,0
2111,1964,3038,154,862,1,1,101,1,1,1.71,4.15,0,0,0,0
268,1568,18921,5,347,1,1,2,1,1,156.52,0.22,0,1,0,1
466,3682,32230,2,389,0,1,21,1,1,126.32,0.1917,0,1,0,1
3677,200,225,44,3484,1,1,20,0,1,1.64,2.2,0,0,1,0
456,2272,41423,4,371,1,0,37,1,1,185.36,0.223,0,1,0,1
333,5104,41426,1,377,1,0,15,1,1,135.41,0.2942,0,1,0,1
291,2570,48219,3,275,0,1,48,1,0,52.97,0.1656,0,0,0,1
142,5495,23555,6,2,1,1,13,1,1,75.31,0.1106,0,1,0,1
258,2495,33040,4,164,1,0,7,1,0,156.36,0.1168,0,1,0,1
258,2759,34411,7,225,1,1,40,0,1,142.66,0.2753,0,1,0,1
748,1940,5577,45,1408,1,1,63,1,0,3.34,0.66,0,0,1,0
2643,1562,519,188,2259,1,1,119,0,0,4.81,3.98,0,0,0,0
656,1574,142,1,1119,0,0,128,0,0,8.37,0.76,0,0,1,0
141,3624,4672,8,39,1,1,16,1,1,104.67,0.1142,0,1,0,1
212,2120,49985,8,241,0,1,22,1,1,32.43,0.1365,0,1,0,1
91,3990,5290,9,391,0,0,17,1,1,66.91,0.0994,0,1,1,1
196,3916,12434,6,184,1,0,44,1,1,152.87,0.1279,0,1,0,1
271,1669,41239,6,179,1,0,56,1,1,129.9,0.2641,0,1,1,1
2710,1678,4895,92,1279,1,1,74,1,1,7.46,1.29,0,0,1,0
1723,828,5635,164,3457,1,1,147,1,0,4.67,3.08,1,0,0,0
3904,1611,7853,22,1704,1,1,105,0,1,5.54,1.06,0,1,1,0
259,5658,18550,0,293,1,0,50,0,1,186.86,0.0037,0,1,1,1
2861,1974,2508,67,2945,1,1,90,1,0,3.06,1.59,0,0,1,0
2386,858,5707,48,3596,1,1,158,0,1,6.14,2.39,0,0,1,0
1695,1455,746,138,2641,1,1,104,0,0,7.12,2.92,0,0,1,0
66,4482,21143,4,86,1,0,3,1,1,199.55,0.0031,0,1,0,1
390,1770,47543,2,341,1,0,19,1,1,76.68,0.294,0,1,0,1
3,4628,20215,0,200,0,1,14,0,1,109.35,0.2713,0,1,0,1
56,606,41922,5,98,0,0,1,1,1,190.02,0.093,0,1,0,1
282,4166,23797,5,217,1,1,16,1,1,181.29,0.279,0,1,0,1
2088,964,1308,147,1256,1,0,107,0,0,0.71,2.23,0,0,1,0
3398,373,6531,74,2112,1,1,63,0,0,5.44,4.57,0,0,0,0
1131,1039,1400,129,823,1,1,127,0,0,2.95,2.81,0,0,1,0
85,795,20298,0,340,1,0,33,1,1,54.26,0.1979,0,0,0,1
1021,1800,205,57,3407,1,1,141,1,0,2.21,4.26,0,0,1,0
19,1027,39015,6,93,1,0,43,1,0,168.6,0.1724,0,0,0,1
393,5337,38304,8,246,1,0,45,1,1,175.07,0.0012,0,0,0,1
359,4394,11559,4,77,0,0,30,1,1,119.43,0.1303,0,0,0,1
896,1417,1220,31,3587,1,1,63,1,1,3.37,4.02,0,0,0,0
27,5856,23612,0,12,1,1,51,0,1,106.92,0.2361,0,1,0,1
66,3974,9611,8,255,0,1,43,1,1,178.8,0.1548,0,0,0,1
409,1596,21239,2,2,1,1,26,1,1,175.7,0.0753,0,0,0,1
194,1810,31688,3,352,0,0,46,0,1,76.52,0.0879,0,0,0,1
358,2758,24655,7,211,1,0,36,1,1,85.38,0.2991,0,0,0,1
972,1463,7010,125,2148,1,1,96,0,0,5.92,2.34,0,1,1,0
301,5470,14851,5,230,1,0,53,0,0,199.38,0.0802,0,1,0,1
227,2836,25691,7,249,0,0,31,0,0,71.5,0.2859,0,1,0,1
4165,265,6994,91,1581,1,1,143,0,0,5.12,4.89,0,0,1,0
453,3202,41429,0,211,1,0,12,1,1,143.62,0.0111,0,1,0,1
3225,1006,6021,19,566,1,1,107,0,0,9.08,1.28,0,0,0,0
1,4953,23559,7,256,0,0,54,0,1,174.81,0.1373,0,1,0,1
325,733,6380,3,24,1,0,13,1,0,124.89,0.095,0,0,1,1
442,1099,26966,8,105,1,0,24,1,1,23.16,0.2011,0,0,0,1
4787,903,4281,92,3003,1,1,35,1,1,2.74,1.39,0,0,0,0
2483,334,2247,18,2226,1,1,32,1,0,8.5,4.4,0,0,1,0
477,3968,22200,6,371,0,1,6,1,1,23.98,0.2127,0,1,0,1
2827,763,6554,148,3541,1,1,81,1,0,0.56,2.32,0,0,0,0
299,66,5872,152,3534,1,0,98,0,0,1.98,3.32,0,0,1,0
435,3401,24618,9,357,0,0,44,1,0,109.33,0.2101,0,1,0,1
1004,236,6205,168,1071,1,1,81,1,0,7.11,1.66,0,0,0,0
130,1482,19836,8,357,1,1,16,0,1,176.9,0.2842,0,1,1,1
258,3218,25908,5,274,0,1,4,1,1,151.51,0.015,0,1,0,1
4068,1391,7649,86,697,1,1,158,0,1,7.46,1.84,0,1,1,0
2200,86,2594,48,879,1,0,41,0,0,8.18,0.41,1,0,1,0
2785,725,6159,139,1439,1,1,21,0,0,3.97,1.62,0,0,1,0
370,450,1131,64,3430,1,1,42,1,0,7.05,3.0,0,0,1,0
3015,1739,4594,30,3284,1,1,153,0,0,1.4,0.57,0,1,1,0
434,1673,22191,7,393,0,1,56,1,1,136.45,0.1555,0,1,0,1
2287,1358,5442,142,1484,1,0,68,0,0,9.25,2.21,0,0,0,0
1298,1443,5116,169,748,1,1,139,0,0,7.91,1.0,0,0,0,0
189,3961,43975,9,343,0,0,21,0,1,187.35,0.229,0,1,0,1
944,1037,248,18,3406,1,1,83,1,0,7.83,3.58,0,0,1,0
4391,1090,5553,153,2338,1,0,20,0,0,8.71,1.89,0,1,1,0
421,5365,21278,2,178,1,0,6,1,1,186.19,0.2698,0,0,0,1
314,793,37688,0,115,1,0,5,1,1,194.37,0.0358,0,1,0,1
369,1060,45644,9,268,1,1,24,1,1,75.62,0.0175,0,0,1,1
3490,1536,1112,29,3498,1,1,112,1,0,9.05,4.49,0,0,0,0
1356,749,7451,197,2953,1,1,57,1,0,3.55,2.22,0,1,0,0
307,2346,43109,6,182,1,1,30,1,1,136.73,0.1234,0,1,0,1
3191,265,7223,153,3295,1,1,24,0,0,6.07,1.18,0,1,0,0
1204,695,1767,20,3178,1,1,44,0,0,6.11,2.43,0,0,0,0
3167,446,919,11,3453,1,1,156,1,0,2.89,2.51,0,0,1,0
3498,436,2657,168,1677,1,1,115,0,0,4.33,2.99,0,1,1,0
197,4873,40047,8,96,1,1,1,1,1,51.36,0.0714,0,0,0,1
285,1903,35930,1,54,1,1,44,0,1,70.06,0.1958,0,1,0,1
3301,771,6485,20,1597,1,0,147,1,0,7.73,2.78,0,0,1,0
3000,61,2641,119,350,0,1,127,0,0,7.97,2.12,0,0,1,0
27,3448,16844,7,277,1,0,5,1,1,22.83,0.2003,0,1,0,1
3377,1689,120,178,414,1,0,105,1,0,4.48,1.07,0,0,0,0
78,3168,37583,0,340,0,1,18,1,1,47.12,0.2923,0,0,0,1
88,5702,37343,7,374,1,0,3,1,1,146.37,0.238,0,1,0,1
1856,738,3152,143,2964,1,1,72,1,0,8.05,2.44,0,0,1,0
43,4070,3203,8,71,1,1,26,0,1,90.82,0.1651,0,1,0,1
721,508,5991,0,1225,1,0,152,0,0,4.19,3.76,0,0,1,0
235,831,37870,2,259,1,0,48,0,1,97.21,0.1552,0,1,0,1
709,53,7414,56,2552,1,0,132,1,0,9.4,3.12,0,0,0,0
803,321,7864,174,1769,1,0,98,1,0,7.96,1.8,1,1,1,0
3562,1675,2917,1,453,0,1,99,1,0,8.91,0.98,0,1,1,0
395,963,2561,110,1486,1,1,119,0,0,3.57,1.94,0,1,1,0
467,804,3778,189,1369,1,1,24,1,0,3.36,0.45,0,0,1,0
4779,275,2501,144,976,1,1,110,1,0,7.27,0.66,0,1,0,0
4535,402,3387,7,3507,1,1,85,0,0,2.71,4.92,0,0,1,0
193,3194,10796,1,109,0,0,26,1,1,175.4,0.1318,0,0,0,1
354,5264,18454,6,371,0,0,19,0,1,132.81,0.2394,0,1,0,1
96,5962,9062,5,108,1,0,54,0,0,63.18,0.0364,0,0,1,1
2426,938,3371,46,679,1,1,45,0,0,1.68,2.56,0,0,0,0
516,1255,3814,21,2988,1,1,129,1,0,6.55,0.69,0,1,1,0
247,3692,8093,7,282,1,1,8,1,1,23.69,0.2759,0,1,0,1
46,1342,23149,6,87,0,0,15,1,1,23.52,0.0986,0,1,0,1
1621,866,6118,138,3486,1,1,78,1,0,1.31,4.9,0,0,0,0
587,1642,1063,67,2244,0,1,114,0,0,7.57,3.57,0,1,1,0
3494,74,629,164,1894,1,1,91,0,0,6.93,1.49,0,1,0,0
1732,1898,3273,106,2190,1,1,75,1,0,4.79,0.88,0,0,1,0
165,2188,2159,9,173,0,1,41,1,0,43.37,0.1101,0,0,0,1
505,1396,7900,118,3017,1,1,116,0,0,1.14,0.8,0,1,1,0
4041,317,3653,6,414,1,0,37,1,1,8.03,0.77,0,1,1,0
650,264,5033,127,3600,1,1,149,1,0,8.77,4.78,0,0,1,0
4798,1430,6199,172,1051,1,1,109,1,0,1.36,4.75,0,0,0,0
3827,179,3826,141,1496,1,1,131,0,1,9.8,3.28,0,0,1,0
4966,1933,1062,123,381,1,1,135,1,0,6.47,0.3,0,0,1,0
327,5852,29975,2,327,1,0,17,1,1,168.54,0.2746,0,0,0,1
176,1992,22462,6,150,1,0,45,1,1,166.61,0.2381,0,0,0,1
102,2869,4411,2,154,0,1,40,0,1,79.67,0.1739,0,0,0,1
3763,1161,6330,164,3242,1,1,130,1,0,4.97,4.87,0,1,1,0
407,4624,13836,4,114,0,1,58,1,1,53.72,0.164,0,0,0,1
194,2239,42838,8,387,1,1,49,1,1,179.25,0.2001,0,1,0,1
59,4771,28235,6,222,1,0,44,1,1,83.65,0.1786,0,1,0,1
4908,463,7279,108,3432,1,1,131,0,0,9.5,2.44,0,0,0,0
137,5818,19539,7,228,1,1,20,1,1,88.36,0.2062,0,1,0,1
2587,324,4984,191,3095,0,1,67,0,0,4.69,2.32,0,0,1,0
2882,523,3950,8,3289,1,1,109,1,1,9.32,3.97,0,0,1,0
265,2916,7518,9,375,1,1,16,1,1,152.61,0.132,0,0,0,1
1737,1854,1087,24,3353,1,1,90,1,0,8.69,1.67,0,0,1,0
589,1939,343,47,2093,1,1,136,1,1,1.97,0.51,0,1,1,0
109,686,11597,5,43,0,0,24,1,1,37.47,0.1418,0,1,0,1
4834,182,3078,20,584,1,1,94,0,0,2.6,3.57,0,1,0,0
167,2325,8670,7,361,0,0,58,1,1,60.1,0.2409,0,0,0,1
255,5336,25061,7,105,0,0,48,1,1,166.55,0.0227,0,1,0,1
1746,659,7721,160,202,1,1,40,1,0,7.18,0.39,0,0,1,0
404,2838,39270,8,389,1,1,53,1,1,194.08,0.0736,0,1,1,1
317,4077,7444,7,253,1,0,12,1,1,75.15,0.2632,0,0,0,1
114,5835,6244,1,53,1,0,2,0,1,175.9,0.0473,0,0,1,1
1045,1295,5824,110,204,1,1,127,0,0,2.87,3.78,0,0,1,0
1025,1434,4105,185,1060,1,1,53,0,0,1.54,4.22,0,0,1,0
4794,758,7695,102,2771,1,1,68,0,1,9.46,2.63,0,0,1,0
4236,1193,7546,109,3407,1,1,66,0,0,5.38,0.8,0,0,0,0
695,775,6372,121,1371,1,1,117,0,0,1.3,3.29,0,1,0,0
245,3581,25512,3,393,1,1,51,1,1,82.08,0.0623,0,0,0,1
2077,1549,6152,118,1121,1,1,118,0,0,5.56,2.71,0,0,1,0
355,3868,21785,8,29,1,0,9,1,1,87.01,0.2506,0,0,0,1
229,4142,20329,3,220,0,0,47,1,1,52.32,0.2858,0,1,0,1
65,5246,49588,2,2,0,1,41,1,1,21.79,0.0943,0,1,0,1
301,588,47621,8,377,0,0,14,1,0,105.9,0.2911,0,1,0,1
451,5906,36607,4,360,1,1,47,1,0,93.86,0.0927,0,0,0,1
175,5387,18379,8,156,0,0,47,0,1,76.46,0.2228,0,1,0,1
1732,384,4057,163,2850,1,1,71,0,0,4.65,1.2,0,0,1,0
227,3273,19038,1,139,0,1,39,1,1,66.94,0.2892,0,0,0,1
332,3848,17944,9,252,1,1,20,1,1,100.95,0.0294,0,1,0,1
358,2341,16935,9,120,1,0,55,0,0,65.02,0.0455,0,1,0,1
138,5315,2320,3,61,1,1,10,1,0,110.25,0.1886,0,1,1,1
409,5003,28220,0,238,0,1,29,0,1,121.25,0.2172,0,1,0,1
494,789,1858,3,356,1,0,16,1,1,51.06,0.1738,0,1,0,1
427,3483,41058,8,214,1,1,6,1,1,121.26,0.2333,0,1,1,1
3424,1297,3824,34,3104,1,1,99,0,0,1.07,2.17,0,0,1,0
